data,produto,cidade,quantidade,valor_unitario
05/02/2024,Mouse,Salvador,4,50.44
28/01/2024,Headset,São Paulo,7,206.19
13/04/2024,Teclado,São Paulo,4,151.36
23/05/2024,Headset,São Paulo,3,196.68
17/02/2024,Monitor,Rio de Janeiro,4,933.0
10/06/2024,Headset,Rio de Janeiro,7,204.57
02/02/2024,Mouse,Salvador,1,51.82
10/05/2024,Mouse,Rio de Janeiro,3,50.91
10/03/2024,Monitor,Belo Horizonte,7,930.77
06/05/2024,Teclado,São Paulo,2,145.67
19/06/2024,Teclado,Curitiba,4,146.89
04/02/2024,Teclado,Rio de Janeiro,7,156.16
14/03/2024,Mouse,Rio de Janeiro,3,51.95
29/06/2024,Teclado,Rio de Janeiro,4,149.97
30/01/2024,Teclado,São Paulo,4,146.29
02/02/2024,Monitor,Curitiba,6,907.22
20/06/2024,Mouse,Belo Horizonte,5,48.65
04/03/2024,Notebook,Belo Horizonte,3,3055.22
04/02/2024,Headset,São Paulo,3,192.25
01/01/2024,Monitor,Belo Horizonte,5,929.7
04/01/2024,Teclado,São Paulo,8,149.21
07/02/2024,Notebook,Belo Horizonte,9,3110.64
24/03/2024,Headset,São Paulo,7,200.38
11/03/2024,Teclado,São Paulo,5,152.03
22/02/2024,Teclado,São Paulo,3,152.49
18/06/2024,Mouse,Rio de Janeiro,4,48.87
13/01/2024,Mouse,Rio de Janeiro,6,48.29
16/01/2024,Notebook,Rio de Janeiro,3,2911.15
29/01/2024,Headset,São Paulo,6,195.59
19/04/2024,Notebook,Rio de Janeiro,5,3078.79
17/01/2024,Monitor,São Paulo,3,912.98
25/04/2024,Mouse,Curitiba,6,51.7
09/04/2024,Mouse,Rio de Janeiro,3,49.69
04/02/2024,Mouse,São Paulo,6,49.93
26/02/2024,Headset,Rio de Janeiro,5,202.84
07/02/2024,Mouse,Belo Horizonte,2,50.11
25/06/2024,Mouse,Curitiba,7,50.08
20/03/2024,Notebook,São Paulo,4,3020.15
28/01/2024,Mouse,São Paulo,3,51.55
20/06/2024,Headset,Curitiba,2,201.49
15/05/2024,Headset,Rio de Janeiro,3,209.55
01/01/2024,Mouse,São Paulo,3,51.34
21/05/2024,Teclado,São Paulo,3,149.72
17/02/2024,Mouse,São Paulo,10,51.32
05/03/2024,Monitor,São Paulo,1,872.95
12/04/2024,Monitor,Salvador,5,905.87
01/04/2024,Mouse,Rio de Janeiro,5,48.48
03/03/2024,Teclado,Curitiba,9,147.85
02/03/2024,Teclado,Rio de Janeiro,7,148.96
23/05/2024,Mouse,São Paulo,4,50.33
05/02/2024,Mouse,Curitiba,4,48.52
15/04/2024,Teclado,Belo Horizonte,5,144.04
20/05/2024,Teclado,São Paulo,4,153.57
25/02/2024,Teclado,São Paulo,9,142.68
30/05/2024,Teclado,Salvador,3,152.15
25/04/2024,Headset,São Paulo,6,208.47
05/06/2024,Mouse,Curitiba,2,51.46
17/05/2024,Notebook,Salvador,2,2922.36
01/05/2024,Monitor,Rio de Janeiro,4,914.16
27/06/2024,Notebook,Salvador,4,2996.86
25/02/2024,Notebook,Curitiba,6,2880.03
08/05/2024,Monitor,Salvador,4,879.99
19/04/2024,Monitor,Salvador,2,922.8
22/05/2024,Monitor,São Paulo,5,863.78
09/06/2024,Monitor,Belo Horizonte,12,872.33
10/02/2024,Mouse,São Paulo,4,48.4
23/02/2024,Mouse,São Paulo,2,47.81
25/04/2024,Mouse,São Paulo,5,48.09
22/02/2024,Teclado,Belo Horizonte,6,153.92
24/06/2024,Teclado,Belo Horizonte,2,155.0
10/02/2024,Teclado,São Paulo,6,148.12
16/05/2024,Mouse,Curitiba,5,49.6
22/01/2024,Notebook,São Paulo,2,2896.12
28/01/2024,Teclado,Belo Horizonte,12,144.99
13/05/2024,Notebook,Curitiba,3,3009.26
31/05/2024,Headset,Salvador,5,209.69
25/04/2024,Mouse,Salvador,2,50.16
25/05/2024,Mouse,Rio de Janeiro,4,48.36
23/04/2024,Mouse,São Paulo,5,48.57
06/01/2024,Mouse,São Paulo,7,51.36
29/04/2024,Headset,Curitiba,4,192.31
26/06/2024,Mouse,São Paulo,6,51.19
16/05/2024,Headset,São Paulo,2,199.59
15/06/2024,Monitor,Belo Horizonte,9,867.17
12/05/2024,Mouse,Curitiba,6,51.49
02/03/2024,Headset,Rio de Janeiro,3,202.14
19/01/2024,Mouse,Rio de Janeiro,9,49.2
17/05/2024,Mouse,São Paulo,3,50.24
15/02/2024,Mouse,Rio de Janeiro,2,51.69
05/02/2024,Headset,São Paulo,5,202.72
12/05/2024,Mouse,Rio de Janeiro,4,49.61
11/06/2024,Teclado,Belo Horizonte,6,147.33
12/02/2024,Monitor,Salvador,3,885.39
09/01/2024,Notebook,Belo Horizonte,3,3082.59
25/06/2024,Mouse,Curitiba,1,47.65
23/03/2024,Mouse,Belo Horizonte,7,50.69
21/01/2024,Mouse,São Paulo,3,52.27
26/01/2024,Teclado,Curitiba,4,152.21
15/01/2024,Notebook,Belo Horizonte,5,3031.46
08/02/2024,Headset,São Paulo,7,203.44
09/05/2024,Monitor,Belo Horizonte,5,878.47
22/01/2024,Teclado,São Paulo,7,152.52
18/05/2024,Teclado,Rio de Janeiro,7,156.15
20/01/2024,Mouse,Curitiba,9,48.94
08/06/2024,Notebook,São Paulo,4,2990.66
09/05/2024,Teclado,São Paulo,5,151.49
01/01/2024,Monitor,Curitiba,5,889.01
11/06/2024,Teclado,São Paulo,2,150.24
15/05/2024,Mouse,São Paulo,3,48.11
15/04/2024,Mouse,São Paulo,5,48.64
23/03/2024,Teclado,São Paulo,4,147.15
13/02/2024,Notebook,São Paulo,6,2862.56
11/01/2024,Monitor,São Paulo,2,873.71
15/04/2024,Monitor,Rio de Janeiro,7,896.4
31/03/2024,Notebook,São Paulo,7,3037.32
11/06/2024,Headset,Curitiba,1,200.52
02/02/2024,Mouse,São Paulo,6,47.73
01/02/2024,Headset,São Paulo,5,200.57
22/05/2024,Headset,Belo Horizonte,6,195.23
07/03/2024,Headset,Rio de Janeiro,2,200.95
01/05/2024,Teclado,Salvador,2,150.23
06/04/2024,Notebook,São Paulo,4,3044.32
12/04/2024,Mouse,São Paulo,1,47.83
27/06/2024,Teclado,Belo Horizonte,3,153.39
13/05/2024,Monitor,Belo Horizonte,4,920.75
14/04/2024,Mouse,São Paulo,3,51.9
03/02/2024,Teclado,Belo Horizonte,7,150.42
24/02/2024,Mouse,Salvador,6,48.76
28/04/2024,Headset,Curitiba,6,195.83
10/06/2024,Teclado,São Paulo,6,153.75
15/03/2024,Headset,São Paulo,4,198.07
28/02/2024,Notebook,São Paulo,7,3013.04
17/02/2024,Mouse,Salvador,3,52.06
06/01/2024,Monitor,Rio de Janeiro,1,882.7
12/03/2024,Headset,Rio de Janeiro,4,209.2
15/05/2024,Teclado,Salvador,5,154.08
28/01/2024,Teclado,Rio de Janeiro,1,150.01
15/02/2024,Headset,São Paulo,2,204.51
04/02/2024,Teclado,Curitiba,3,143.42
25/06/2024,Teclado,São Paulo,2,152.09
15/03/2024,Mouse,Salvador,5,48.54
31/03/2024,Mouse,Rio de Janeiro,3,50.44
01/02/2024,Teclado,São Paulo,6,144.62
27/01/2024,Mouse,Belo Horizonte,6,49.77
29/04/2024,Notebook,Belo Horizonte,4,3013.31
04/06/2024,Headset,São Paulo,5,191.83
22/06/2024,Mouse,São Paulo,4,49.52
23/03/2024,Headset,São Paulo,6,198.13
09/01/2024,Notebook,Salvador,3,3125.44
05/06/2024,Notebook,Rio de Janeiro,4,3138.51
09/04/2024,Mouse,Salvador,4,51.79
21/05/2024,Notebook,Rio de Janeiro,2,2852.51
17/02/2024,Mouse,São Paulo,10,51.55
30/05/2024,Mouse,Belo Horizonte,2,48.06
02/02/2024,Headset,Rio de Janeiro,4,190.26
25/06/2024,Teclado,Rio de Janeiro,3,153.04
08/03/2024,Notebook,Curitiba,2,3028.82
16/04/2024,Headset,Curitiba,4,203.6
10/04/2024,Teclado,Belo Horizonte,9,144.51
15/01/2024,Mouse,Rio de Janeiro,2,51.54
14/05/2024,Monitor,Rio de Janeiro,4,864.8
15/03/2024,Mouse,São Paulo,4,49.89
07/01/2024,Monitor,Belo Horizonte,7,891.66
13/02/2024,Headset,São Paulo,1,194.31
03/06/2024,Teclado,São Paulo,2,149.27
26/03/2024,Teclado,São Paulo,5,146.33
10/01/2024,Monitor,Curitiba,6,881.46
13/05/2024,Teclado,Salvador,5,143.14
03/04/2024,Monitor,Belo Horizonte,1,885.37
06/05/2024,Headset,Rio de Janeiro,2,209.33
12/01/2024,Teclado,São Paulo,1,153.7
19/04/2024,Notebook,São Paulo,3,2862.65
19/02/2024,Headset,São Paulo,4,207.7
02/04/2024,Teclado,Curitiba,3,143.83
07/01/2024,Teclado,Belo Horizonte,7,143.59
24/02/2024,Mouse,São Paulo,4,48.59
28/03/2024,Teclado,Curitiba,2,150.14
16/02/2024,Teclado,São Paulo,3,151.9
04/05/2024,Teclado,Rio de Janeiro,3,156.04
08/06/2024,Mouse,Rio de Janeiro,4,48.82
11/01/2024,Mouse,São Paulo,5,50.27
15/05/2024,Headset,Belo Horizonte,5,196.85
01/03/2024,Teclado,Belo Horizonte,6,150.75
15/05/2024,Mouse,São Paulo,4,48.67
05/04/2024,Monitor,São Paulo,2,864.22
04/04/2024,Teclado,Belo Horizonte,3,151.59
13/01/2024,Teclado,Salvador,3,151.21
17/01/2024,Headset,São Paulo,3,193.64
05/01/2024,Notebook,Rio de Janeiro,5,2926.57
12/02/2024,Teclado,Rio de Janeiro,3,151.09
09/06/2024,Teclado,Rio de Janeiro,7,154.62
17/06/2024,Mouse,Rio de Janeiro,3,50.52
02/06/2024,Notebook,Belo Horizonte,7,3078.33
26/04/2024,Mouse,Rio de Janeiro,5,48.23
03/04/2024,Monitor,Rio de Janeiro,4,906.19
07/02/2024,Teclado,São Paulo,3,142.82
08/05/2024,Headset,Rio de Janeiro,7,205.85
19/02/2024,Headset,Curitiba,6,192.17
27/02/2024,Mouse,São Paulo,5,52.35
13/04/2024,Monitor,Salvador,9,859.93
08/06/2024,Monitor,Salvador,7,897.57
11/04/2024,Monitor,Rio de Janeiro,1,892.59
08/01/2024,Monitor,São Paulo,2,874.43
23/05/2024,Headset,Belo Horizonte,4,200.4
26/02/2024,Teclado,Belo Horizonte,3,156.12
15/06/2024,Mouse,Salvador,6,48.19
23/05/2024,Notebook,Curitiba,8,3144.28
01/01/2024,Headset,Salvador,6,207.75
31/01/2024,Headset,Salvador,5,201.33
21/04/2024,Teclado,Rio de Janeiro,9,155.23
07/02/2024,Teclado,Belo Horizonte,3,150.67
07/02/2024,Teclado,São Paulo,5,154.25
07/04/2024,Monitor,São Paulo,13,911.73
25/02/2024,Mouse,Rio de Janeiro,4,49.63
21/06/2024,Headset,Curitiba,2,205.33
15/05/2024,Teclado,São Paulo,2,156.36
31/01/2024,Mouse,São Paulo,2,48.84
18/05/2024,Mouse,Rio de Janeiro,3,51.37
10/05/2024,Mouse,Curitiba,2,51.77
12/02/2024,Teclado,São Paulo,6,142.6
11/05/2024,Teclado,São Paulo,3,155.78
17/01/2024,Headset,São Paulo,3,209.59
09/04/2024,Teclado,São Paulo,4,152.52
05/06/2024,Teclado,Salvador,7,155.32
13/01/2024,Headset,São Paulo,9,191.12
14/06/2024,Mouse,São Paulo,4,50.53
23/03/2024,Mouse,Rio de Janeiro,3,48.39
10/06/2024,Teclado,Curitiba,5,156.74
13/06/2024,Teclado,São Paulo,3,153.45
26/02/2024,Monitor,São Paulo,7,935.61
22/04/2024,Teclado,São Paulo,4,144.93
24/04/2024,Headset,Belo Horizonte,5,205.26
15/04/2024,Monitor,Rio de Janeiro,6,886.01
22/05/2024,Notebook,Belo Horizonte,3,2997.63
09/06/2024,Headset,Salvador,6,208.46
11/02/2024,Monitor,Salvador,7,861.01
08/03/2024,Mouse,Salvador,8,50.87
08/03/2024,Mouse,São Paulo,4,48.51
29/02/2024,Mouse,São Paulo,3,52.16
01/04/2024,Notebook,São Paulo,6,2953.42
12/04/2024,Mouse,Rio de Janeiro,4,47.9
03/01/2024,Mouse,Salvador,7,52.04
22/06/2024,Mouse,Rio de Janeiro,7,47.5
29/01/2024,Mouse,Rio de Janeiro,2,51.63
20/06/2024,Teclado,Rio de Janeiro,6,150.69
29/03/2024,Teclado,São Paulo,1,149.21
19/06/2024,Teclado,São Paulo,6,151.39
13/02/2024,Headset,São Paulo,8,192.82
11/04/2024,Mouse,São Paulo,6,51.59
20/04/2024,Mouse,Salvador,6,48.68
22/02/2024,Monitor,Curitiba,6,890.85
16/05/2024,Mouse,São Paulo,3,49.82
07/05/2024,Monitor,São Paulo,4,871.8
04/01/2024,Headset,Rio de Janeiro,3,207.56
30/05/2024,Teclado,São Paulo,5,151.92
07/03/2024,Teclado,Salvador,6,145.07
19/05/2024,Teclado,Curitiba,4,154.27
24/06/2024,Monitor,São Paulo,4,893.34
29/02/2024,Headset,Rio de Janeiro,3,207.53
11/05/2024,Mouse,Belo Horizonte,3,49.09
08/01/2024,Teclado,Rio de Janeiro,4,149.24
06/01/2024,Teclado,Belo Horizonte,9,150.67
11/06/2024,Teclado,Belo Horizonte,6,157.42
26/04/2024,Teclado,São Paulo,6,155.41
07/05/2024,Mouse,Rio de Janeiro,4,51.4
07/02/2024,Headset,São Paulo,5,205.29
06/04/2024,Teclado,São Paulo,4,155.11
16/02/2024,Mouse,São Paulo,1,50.87
23/01/2024,Headset,Belo Horizonte,4,203.19
04/01/2024,Notebook,Rio de Janeiro,3,2984.18
27/01/2024,Monitor,Rio de Janeiro,9,868.53
19/01/2024,Teclado,Belo Horizonte,4,145.11
26/05/2024,Mouse,Rio de Janeiro,4,52.34
01/06/2024,Headset,Rio de Janeiro,4,200.69
23/06/2024,Mouse,Rio de Janeiro,3,50.54
14/03/2024,Notebook,Curitiba,4,3135.93
02/02/2024,Headset,São Paulo,8,196.62
09/01/2024,Headset,Belo Horizonte,1,194.6
18/05/2024,Teclado,Belo Horizonte,10,153.25
05/03/2024,Teclado,São Paulo,5,144.45
04/06/2024,Teclado,Belo Horizonte,1,150.18
10/06/2024,Mouse,São Paulo,6,49.23
09/06/2024,Teclado,Rio de Janeiro,1,154.65
10/01/2024,Monitor,Rio de Janeiro,3,887.12
15/02/2024,Mouse,Rio de Janeiro,2,49.74
02/05/2024,Mouse,Belo Horizonte,4,50.78
07/01/2024,Headset,Rio de Janeiro,7,197.61
20/01/2024,Headset,São Paulo,4,202.56
28/04/2024,Teclado,Rio de Janeiro,6,148.27
08/02/2024,Headset,Rio de Janeiro,2,198.73
07/05/2024,Notebook,São Paulo,4,3100.23
22/03/2024,Teclado,São Paulo,2,157.41
10/01/2024,Notebook,Rio de Janeiro,4,3054.47
01/01/2024,Teclado,São Paulo,5,151.88
01/03/2024,Teclado,Belo Horizonte,1,155.75
18/06/2024,Headset,São Paulo,3,209.89
07/04/2024,Notebook,São Paulo,4,2986.99
10/01/2024,Mouse,São Paulo,3,48.9
18/05/2024,Mouse,Belo Horizonte,4,51.76
09/03/2024,Mouse,Salvador,12,49.47
31/05/2024,Teclado,São Paulo,4,154.9
05/06/2024,Mouse,Rio de Janeiro,7,50.67
04/02/2024,Monitor,Belo Horizonte,6,931.21
10/04/2024,Headset,São Paulo,5,208.81
19/05/2024,Headset,Salvador,6,208.69
28/03/2024,Teclado,São Paulo,4,152.77
24/03/2024,Mouse,Belo Horizonte,9,51.11
03/05/2024,Mouse,Salvador,2,49.45
27/05/2024,Mouse,Salvador,5,48.61
26/06/2024,Mouse,Rio de Janeiro,4,51.41
04/04/2024,Mouse,Curitiba,1,52.2
28/01/2024,Monitor,São Paulo,6,887.92
14/06/2024,Teclado,São Paulo,4,148.29
23/05/2024,Teclado,Rio de Janeiro,4,153.84
23/06/2024,Mouse,São Paulo,3,47.54
19/03/2024,Monitor,São Paulo,3,915.79
11/05/2024,Headset,São Paulo,6,206.65
03/05/2024,Monitor,São Paulo,3,872.92
29/06/2024,Teclado,São Paulo,6,154.4
23/01/2024,Headset,São Paulo,2,196.15
24/03/2024,Mouse,São Paulo,10,51.64
21/02/2024,Mouse,Belo Horizonte,1,49.33
24/02/2024,Headset,Rio de Janeiro,4,206.92
14/05/2024,Mouse,Belo Horizonte,2,49.74
22/03/2024,Mouse,Salvador,2,48.83
08/02/2024,Monitor,Rio de Janeiro,5,864.82
23/01/2024,Mouse,São Paulo,3,49.78
06/06/2024,Teclado,Salvador,3,152.94
14/05/2024,Teclado,São Paulo,3,153.49
03/02/2024,Notebook,São Paulo,10,2958.3
01/03/2024,Headset,Rio de Janeiro,2,207.13
30/03/2024,Teclado,Curitiba,10,156.53
22/05/2024,Headset,Curitiba,4,198.56
15/01/2024,Headset,Curitiba,3,201.67
16/04/2024,Notebook,Rio de Janeiro,6,2982.66
17/03/2024,Headset,São Paulo,10,204.12
10/05/2024,Teclado,Belo Horizonte,2,152.54
18/05/2024,Monitor,Belo Horizonte,4,892.98
03/04/2024,Notebook,São Paulo,8,3063.8
06/06/2024,Mouse,Rio de Janeiro,9,49.02
06/06/2024,Headset,Salvador,4,206.25
19/04/2024,Headset,São Paulo,5,208.65
02/01/2024,Headset,São Paulo,6,206.03
05/04/2024,Monitor,Rio de Janeiro,3,934.06
19/01/2024,Headset,São Paulo,1,207.55
30/01/2024,Notebook,Curitiba,5,2870.77
02/01/2024,Teclado,Rio de Janeiro,2,150.33
11/06/2024,Monitor,Rio de Janeiro,5,871.39
26/01/2024,Mouse,São Paulo,6,50.1
06/06/2024,Teclado,Rio de Janeiro,4,157.43
05/05/2024,Mouse,Salvador,4,50.95
26/02/2024,Teclado,Curitiba,3,154.33
15/03/2024,Monitor,São Paulo,2,855.57
03/04/2024,Headset,Salvador,7,204.07
04/04/2024,Mouse,Salvador,5,47.85
25/02/2024,Headset,São Paulo,4,200.87
28/01/2024,Notebook,São Paulo,6,2868.87
21/02/2024,Monitor,Curitiba,5,913.06
09/06/2024,Teclado,São Paulo,9,148.16
03/01/2024,Headset,Rio de Janeiro,2,198.31
05/05/2024,Mouse,Belo Horizonte,1,49.82
07/01/2024,Teclado,Belo Horizonte,9,148.56
29/06/2024,Mouse,Rio de Janeiro,3,51.43
30/03/2024,Teclado,São Paulo,7,153.7
02/04/2024,Monitor,São Paulo,5,867.21
09/02/2024,Headset,Salvador,6,196.51
07/06/2024,Mouse,Curitiba,3,51.77
26/04/2024,Teclado,Belo Horizonte,4,146.12
27/01/2024,Teclado,Rio de Janeiro,6,145.22
22/04/2024,Headset,Rio de Janeiro,5,193.51
27/04/2024,Monitor,São Paulo,7,925.85
25/02/2024,Headset,Belo Horizonte,4,209.33
08/01/2024,Teclado,São Paulo,2,151.15
25/05/2024,Headset,São Paulo,6,198.24
13/02/2024,Headset,Belo Horizonte,7,205.99
17/06/2024,Headset,São Paulo,5,196.06
21/05/2024,Monitor,São Paulo,3,869.99
16/06/2024,Teclado,Salvador,9,154.34
18/05/2024,Mouse,Rio de Janeiro,1,49.04
16/04/2024,Mouse,Belo Horizonte,4,49.82
06/05/2024,Mouse,Curitiba,6,48.95
06/01/2024,Monitor,São Paulo,10,877.85
07/05/2024,Monitor,Belo Horizonte,3,871.24
24/04/2024,Monitor,Curitiba,5,907.4
01/01/2024,Mouse,São Paulo,6,47.85
15/01/2024,Teclado,Belo Horizonte,2,151.44
14/05/2024,Headset,Belo Horizonte,5,194.28
24/03/2024,Mouse,Salvador,7,52.23
12/05/2024,Mouse,São Paulo,12,51.56
26/01/2024,Mouse,São Paulo,4,51.15
14/01/2024,Teclado,São Paulo,7,155.75
08/03/2024,Notebook,Rio de Janeiro,4,3093.25
24/06/2024,Headset,Rio de Janeiro,4,200.12
25/05/2024,Teclado,Belo Horizonte,3,152.9
29/06/2024,Headset,Belo Horizonte,1,197.15
01/03/2024,Monitor,São Paulo,11,860.48
11/01/2024,Mouse,São Paulo,6,49.01
09/04/2024,Monitor,Curitiba,2,931.97
26/05/2024,Teclado,Rio de Janeiro,6,147.7
11/02/2024,Headset,Curitiba,3,201.41
24/01/2024,Mouse,São Paulo,2,50.39
30/05/2024,Notebook,Belo Horizonte,2,2877.74
20/02/2024,Teclado,Belo Horizonte,3,153.52
19/02/2024,Mouse,Curitiba,1,52.06
27/05/2024,Teclado,Rio de Janeiro,4,145.66
31/05/2024,Teclado,Rio de Janeiro,3,144.23
11/04/2024,Mouse,São Paulo,10,48.26
23/02/2024,Mouse,Curitiba,3,52.12
27/04/2024,Teclado,Belo Horizonte,9,144.59
30/01/2024,Monitor,Belo Horizonte,4,863.03
29/01/2024,Teclado,São Paulo,3,156.2
11/01/2024,Mouse,Belo Horizonte,4,49.73
28/03/2024,Monitor,Salvador,4,923.4
04/03/2024,Mouse,Rio de Janeiro,4,51.15
10/01/2024,Mouse,São Paulo,3,49.4
23/02/2024,Teclado,Belo Horizonte,6,149.33
19/06/2024,Headset,Belo Horizonte,4,192.07
13/03/2024,Mouse,São Paulo,3,47.61
22/05/2024,Monitor,Rio de Janeiro,4,867.66
27/03/2024,Headset,Rio de Janeiro,5,196.53
04/02/2024,Mouse,São Paulo,7,48.14
31/05/2024,Mouse,Curitiba,3,52.47
30/03/2024,Notebook,Curitiba,7,2869.81
16/06/2024,Mouse,Salvador,9,51.08
25/05/2024,Monitor,São Paulo,6,917.51
07/05/2024,Headset,Belo Horizonte,3,194.58
26/04/2024,Mouse,São Paulo,3,49.62
01/04/2024,Teclado,Rio de Janeiro,3,148.31
03/02/2024,Mouse,São Paulo,4,52.21
09/02/2024,Mouse,Salvador,5,52.15
18/04/2024,Mouse,Rio de Janeiro,3,49.9
22/05/2024,Teclado,São Paulo,4,151.49
16/01/2024,Teclado,Belo Horizonte,3,143.78
19/04/2024,Headset,São Paulo,5,194.56
02/02/2024,Headset,Rio de Janeiro,7,208.9
28/01/2024,Teclado,São Paulo,9,155.46
24/06/2024,Monitor,São Paulo,5,918.11
14/03/2024,Mouse,São Paulo,4,47.58
02/04/2024,Headset,Rio de Janeiro,6,199.93
12/06/2024,Teclado,Rio de Janeiro,1,154.3
08/06/2024,Mouse,Rio de Janeiro,7,50.89
30/03/2024,Teclado,Rio de Janeiro,4,145.09
04/03/2024,Mouse,Curitiba,4,48.18
05/03/2024,Teclado,São Paulo,5,143.16
16/01/2024,Notebook,Belo Horizonte,7,3004.25
10/01/2024,Mouse,Curitiba,5,51.18
15/04/2024,Monitor,São Paulo,3,890.88
24/01/2024,Teclado,Rio de Janeiro,4,143.14
04/01/2024,Teclado,Curitiba,2,152.55
24/04/2024,Mouse,Rio de Janeiro,6,51.84
28/01/2024,Headset,Belo Horizonte,7,199.27
20/02/2024,Teclado,Rio de Janeiro,3,144.02
14/01/2024,Teclado,São Paulo,7,143.7
13/01/2024,Headset,São Paulo,4,209.4
11/03/2024,Teclado,São Paulo,4,148.51
30/01/2024,Notebook,São Paulo,3,3019.54
16/02/2024,Teclado,Curitiba,1,152.65
24/04/2024,Teclado,Rio de Janeiro,2,146.31
08/01/2024,Mouse,Rio de Janeiro,4,49.17
20/06/2024,Headset,Belo Horizonte,4,202.14
10/02/2024,Headset,Salvador,12,198.79
06/03/2024,Headset,Curitiba,4,198.74
08/02/2024,Mouse,Rio de Janeiro,3,50.12
05/02/2024,Monitor,Rio de Janeiro,4,857.89
09/03/2024,Teclado,Rio de Janeiro,9,147.16
25/03/2024,Monitor,São Paulo,5,861.1
30/01/2024,Mouse,Rio de Janeiro,5,50.83
01/02/2024,Headset,São Paulo,1,204.98
08/03/2024,Monitor,Rio de Janeiro,5,939.73
18/01/2024,Headset,Rio de Janeiro,10,204.0
10/06/2024,Monitor,Rio de Janeiro,2,883.35
19/06/2024,Headset,São Paulo,3,205.69
11/01/2024,Mouse,Rio de Janeiro,3,47.69
30/05/2024,Mouse,Curitiba,4,51.61
11/04/2024,Notebook,Rio de Janeiro,5,2997.85
27/02/2024,Monitor,São Paulo,7,908.13
24/06/2024,Mouse,Rio de Janeiro,9,50.51
15/03/2024,Mouse,Salvador,3,52.28
08/02/2024,Mouse,São Paulo,7,47.75
02/05/2024,Monitor,São Paulo,5,929.78
23/03/2024,Teclado,São Paulo,13,152.83
11/05/2024,Monitor,Rio de Janeiro,1,907.46
30/01/2024,Headset,Rio de Janeiro,2,190.29
08/03/2024,Mouse,Rio de Janeiro,7,52.44
18/06/2024,Mouse,São Paulo,3,47.75
27/04/2024,Headset,Rio de Janeiro,6,193.43
23/01/2024,Teclado,Curitiba,2,152.41
17/06/2024,Mouse,Curitiba,4,50.64
25/01/2024,Headset,Salvador,2,200.91
22/01/2024,Mouse,Belo Horizonte,3,51.25
26/05/2024,Teclado,Rio de Janeiro,7,157.4
29/05/2024,Teclado,São Paulo,7,144.18
23/04/2024,Headset,Belo Horizonte,3,200.75
09/06/2024,Monitor,São Paulo,4,914.53
08/01/2024,Headset,Curitiba,3,209.41
12/04/2024,Headset,São Paulo,5,192.76
31/01/2024,Teclado,Curitiba,4,147.84
11/05/2024,Notebook,São Paulo,10,3144.86
09/05/2024,Teclado,Salvador,4,150.59
16/01/2024,Headset,São Paulo,3,190.94
01/05/2024,Teclado,Belo Horizonte,3,154.93
16/02/2024,Headset,São Paulo,6,191.7
01/06/2024,Teclado,Belo Horizonte,6,152.52
10/02/2024,Teclado,Rio de Janeiro,12,154.76
10/03/2024,Notebook,Rio de Janeiro,4,2977.04
09/05/2024,Mouse,Belo Horizonte,5,49.46
20/06/2024,Headset,Rio de Janeiro,3,202.71
09/03/2024,Mouse,São Paulo,4,51.07
07/03/2024,Headset,São Paulo,3,201.62
29/01/2024,Teclado,São Paulo,5,155.99
13/06/2024,Mouse,Rio de Janeiro,4,50.87
25/06/2024,Monitor,São Paulo,7,920.06
31/03/2024,Mouse,Salvador,7,50.41
17/06/2024,Monitor,São Paulo,3,881.36
12/01/2024,Headset,Salvador,3,204.04
13/03/2024,Headset,São Paulo,5,200.94
08/03/2024,Headset,Rio de Janeiro,6,195.31
10/05/2024,Teclado,São Paulo,2,142.67
23/05/2024,Teclado,São Paulo,2,144.9
01/04/2024,Monitor,São Paulo,5,911.73
11/03/2024,Teclado,São Paulo,4,150.04
26/05/2024,Headset,Belo Horizonte,6,195.32
12/04/2024,Teclado,Rio de Janeiro,3,151.71
21/04/2024,Mouse,São Paulo,7,49.9
14/05/2024,Teclado,Rio de Janeiro,5,148.87
08/06/2024,Headset,São Paulo,7,191.48
29/01/2024,Monitor,Belo Horizonte,3,920.23
01/04/2024,Monitor,Salvador,6,912.61
11/02/2024,Headset,Curitiba,10,204.29
28/01/2024,Mouse,Rio de Janeiro,3,49.54
01/01/2024,Teclado,Salvador,5,143.16
06/03/2024,Teclado,Rio de Janeiro,5,148.51
28/06/2024,Mouse,São Paulo,5,52.03
12/03/2024,Notebook,Rio de Janeiro,7,2928.65
06/06/2024,Mouse,São Paulo,4,47.66
19/02/2024,Monitor,São Paulo,4,925.89
16/04/2024,Teclado,São Paulo,6,153.83
03/05/2024,Headset,Salvador,3,191.31
12/05/2024,Mouse,São Paulo,3,50.19
19/05/2024,Monitor,Rio de Janeiro,4,941.08
01/01/2024,Headset,Rio de Janeiro,5,201.02
25/01/2024,Mouse,Rio de Janeiro,4,49.57
27/01/2024,Notebook,Curitiba,3,3036.76
10/04/2024,Monitor,Salvador,6,904.13
06/06/2024,Monitor,Rio de Janeiro,2,937.36
27/06/2024,Headset,São Paulo,6,202.37
22/04/2024,Teclado,Rio de Janeiro,3,151.01
25/06/2024,Headset,São Paulo,2,196.81
07/03/2024,Headset,Curitiba,5,190.99
01/02/2024,Monitor,Belo Horizonte,3,916.16
15/01/2024,Headset,Belo Horizonte,4,209.89
04/03/2024,Monitor,São Paulo,3,917.53
30/03/2024,Mouse,Rio de Janeiro,3,49.61
